HIP10376,0
HIP10377,1
HIP10389,0
HIP10408,1
HIP10424,1
HIP10443,1
HIP10445,0
HIP10447,0
HIP10480,1
HIP10507,1
HIP10514,0
HIP10545,0
HIP10564,0
HIP10568,1
HIP10597,0
HIP10602,0
HIP10639,0
HIP10669,1
HIP10694,0
HIP10716,1
HIP10726,1
HIP10730,0
HIP10746,0
HIP10759,0
HIP10787,1
HIP10814,1
HIP10815,0
HIP10817,1
HIP10820,0
HIP10821,0
HIP10823,0
HIP10846,NA
HIP11058,0
HIP11513,1
HIP11518,1
HIP11553,0
HIP11613,0
HIP11649,1
HIP11711,1
HIP11717,1
HIP11758,1
HIP11774,1
HIP11784,1
HIP11845,0
HIP11857,1
HIP11937,1
HIP11989,1
HIP12034,0
HIP12088,0
HIP12091,0
HIP12097,1
HIP12099,1
HIP12123,1
HIP12129,0
HIP12143,0
HIP12165,1
HIP12527,0
HIP12533,0
HIP12534,1
HIP12538,0
HIP12703,1
HIP12743,1
HIP12900,0
HIP12980,1
HIP13015,0
HIP13122,0
HIP13142,0
HIP13157,1
HIP13168,0
HIP13176,0
HIP13178,0
HIP13183,0
HIP13185,0
HIP13193,0
HIP13198,0
HIP13206,0
HIP13209,0
HIP13214,1
HIP13217,0
HIP13220,1
HIP13227,1
HIP13228,0
HIP13230,1
HIP13233,1
HIP13244,0
HIP13245,1
HIP13251,0
HIP13252,0
HIP13256,0
HIP13263,0
HIP13265,0
HIP13274,0
HIP13276,0
HIP13284,1
HIP13291,1
HIP13294,0
HIP13296,1
HIP13303,0
HIP13306,1
HIP13309,1
HIP13311,1
HIP13318,1
HIP13319,0
HIP13324,1
HIP13325,1
HIP13350,0
HIP13352,1
HIP13355,1
HIP13360,1
HIP13361,1
HIP13363,0
HIP13370,0
HIP13376,0
HIP13383,0
HIP13396,1
HIP13402,0
HIP13414,1
HIP13427,1
HIP13449,1
HIP13463,0
HIP13465,0
HIP13473,0
HIP13478,1
HIP13489,1
HIP13497,0
HIP13505,0
HIP13511,0
HIP13513,1
HIP13515,1
HIP13518,1
HIP13554,1
HIP13567,0
HIP13592,0
HIP13610,1
HIP13625,0
HIP13627,1
HIP13636,1
HIP13654,1
HIP13658,0
HIP13661,0
HIP13663,0
HIP13667,1
HIP13671,1
HIP13686,0
HIP13695,0
HIP13699,1
HIP13703,1
HIP13709,0
HIP13710,0
HIP13720,0
HIP13722,0
HIP13736,0
HIP13741,0
HIP13746,0
HIP13749,0
HIP13751,1
HIP13753,1
HIP13754,0
HIP13757,0
HIP13760,0
HIP13764,0
HIP13766,0
HIP13769,0
HIP13771,1
HIP13773,1
HIP13774,0
HIP13777,0
HIP13780,0
HIP13782,1
HIP13786,0
HIP13789,1
HIP13793,1
HIP13794,0
HIP13796,0
HIP13800,1
HIP13803,0
HIP13806,0
HIP13809,1
HIP13810,0
HIP13812,1
HIP13814,1
HIP13818,1
HIP13822,1
HIP13823,0
HIP13831,1
HIP13833,1
HIP13847,0
HIP13848,0
HIP13852,0
HIP13853,0
HIP13854,0
HIP13856,1
HIP13857,0
HIP13859,0
HIP13860,0
HIP13865,1
HIP13869,1
HIP13871,0
HIP13875,1
HIP13877,0
HIP13880,1
HIP13887,0
HIP13893,0
HIP13894,1
HIP13900,1
HIP13902,1
HIP13903,1
HIP13911,1
HIP13916,0
HIP13919,1
HIP13920,0
HIP13923,1
HIP13926,1
HIP13928,1
HIP13929,0
HIP13932,1
HIP13933,0
HIP13935,0
HIP13938,1
HIP13939,1
HIP13941,0
HIP13944,NA
HIP13945,0
HIP13947,0
HIP13949,1
HIP13951,1
HIP13954,1
HIP13956,1
HIP13958,0
HIP13961,NA
HIP13962,1
HIP13964,1
HIP13966,0
HIP13967,1
HIP13972,0
HIP13975,1
HIP13976,1
HIP13978,0
HIP13981,0
HIP13983,0
HIP13986,1
HIP13987,1
HIP13988,1
HIP13989,0
HIP13992,1
HIP13994,1
HIP13996,1
HIP14000,0
HIP14004,0
HIP14007,0
HIP14009,0
HIP14014,0
HIP14015,0
HIP14016,1
HIP14018,0
HIP14020,0
HIP14022,1
HIP14024,1
HIP14028,0
HIP14030,0
HIP14034,1
HIP14036,0
HIP14037,0
HIP14039,0
HIP14041,1
HIP14043,0
HIP14045,1
HIP14048,0
HIP14051,1
HIP14053,1
HIP14055,0
HIP14059,0
HIP14060,1
HIP14064,0
HIP14066,0
HIP14071,1
HIP14072,0
HIP14074,0
HIP14077,0
HIP14079,0
HIP14080,1
HIP14089,0
HIP14090,0
HIP14092,1
HIP14095,0
HIP14096,1
HIP14103,1
HIP14106,1
HIP14107,1
HIP14109,0
HIP14110,0
HIP14114,0
HIP14118,1
HIP14121,0
HIP14124,1
HIP14127,0
HIP14129,0
HIP14130,0
HIP14134,NA
HIP14136,1
HIP14138,NA
HIP14140,0
HIP14142,1
HIP14143,NA
HIP14148,1
HIP14152,1
HIP14153,0
HIP14156,NA
HIP14157,1
HIP14160,NA
HIP14161,1
HIP14170,NA
HIP14172,NA
HIP14174,0
HIP14175,1
HIP14176,0
HIP14178,NA
HIP14181,1
HIP14183,1
HIP14184,0
HIP14187,1
HIP14192,0
HIP14194,1
HIP14196,0
HIP14202,0
HIP14205,1
HIP14206,0
HIP14209,0
HIP14211,0
HIP14213,0
HIP14214,0
HIP14217,0
HIP14218,0
HIP14221,1
HIP14223,0
HIP14226,0
HIP14227,0
HIP14230,0
HIP14231,1
HIP14234,NA
HIP14236,1
HIP14237,0
HIP14238,NA
HIP14240,0
HIP14241,0
HIP14243,NA
HIP14244,0
HIP14361,1
HIP14363,NA
HIP14494,0
HIP14844,NA
HIP14911,0
HIP15685,1
HIP15854,1
HIP15855,0
HIP15860,NA
HIP15861,1
HIP16515,1
HIP16738,NA
HIP16867,1
HIP17370,1
HIP17440,0
HIP17445,0
HIP17449,0
HIP17454,0
HIP17457,0
HIP17462,1
HIP17534,1
HIP17577,1
HIP17585,0
HIP17657,NA
HIP17698,0
HIP17723,1
HIP17737,NA
HIP17760,1
HIP17793,NA
HIP17837,1
HIP17845,1
HIP17887,NA
HIP19048,0
HIP19089,NA
HIP19716,NA
HIP19717,1
Keck0001_MC1,0
Keck0002_MC1,0
Keck0003_MC1,0
Keck0004_MC1,1
Keck0005_MC1,0
Keck0006_MC1,0
Keck0007_MC1,1
Keck0008_MC1,0
Keck0009_MC1,1
Keck0010_MC1,0
Keck0011_MC1,0
Keck0012_MC1,0
Keck0013_MC1,1
Keck0014_MC1,0
Keck0015_MC1,1
Keck0016_MC1,1
Keck0017_MC1,0
Keck0018_MC1,1
Keck0019_MC1,0
Keck0020_MC1,0
Keck0021_MC1,0
Keck0022_MC1,0
Keck0023_MC1,1
Keck0024_MC1,0
Keck0025_MC1,0
Keck0026_MC1,1
Keck0027_MC1,0
Keck0028_MC1,0
Keck0029_MC1,0
Keck0030_MC1,1
Keck0031_MC1,0
Keck0032_MC1,1
Keck0033_MC1,1
Keck0034_MC1,1
Keck0035_MC1,1
Keck0036_MC1,0
Keck0037_MC1,0
Keck0038_MC1,0
Keck0039_MC1,0
Keck0040_MC1,0
Keck0041_MC1,0
Keck0042_MC1,0
Keck0043_MC1,1
Keck0044_MC1,1
Keck0045_MC1,0
Keck0046_MC1,0
Keck0047_MC1,0
Keck0048_MC1,0
Keck0049_MC1,1
Keck0050_MC1,1
Keck0051_MC1,1
Keck0052_MC1,1
Keck0053_MC1,1
Keck0054_MC1,1
Keck0055_MC1,1
Keck0056_MC1,0
Keck0057_MC1,1
Keck0058_MC1,0
Keck0059_MC1,1
Keck0060_MC1,1
Keck0061_MC1,0
Keck0062_MC1,1
Keck0063_MC1,0
Keck0064_MC1,0
Keck0065_MC1,1
Keck0066_MC1,0
Keck0067_MC1,1
Keck0068_MC1,1
Keck0069_MC1,0
Keck0070_MC1,0
Keck0071_MC1,0
Keck0072_MC1,0
Keck0073_MC1,1
Keck0074_MC1,0
Keck0075_MC1,1
Keck0076_MC1,1
Keck0077_MC1,0
Keck0078_MC1,0
Keck0079_MC1,0
Keck0080_MC1,1
Keck0081_MC1,0
Keck0082_MC1,1
Keck0083_MC1,0
Keck0084_MC1,0
Keck0085_MC1,0
Keck0086_MC1,0
Keck0087_MC1,0
Keck0088_MC1,1
Keck0089_MC1,1
Keck0090_MC1,1
Keck0091_MC1,1
Keck0092_MC1,1
Keck0093_MC1,0
Keck0094_MC1,0
Keck0095_MC1,0
Keck0096_MC1,1
Keck0097_MC1,0
Keck0098_MC1,0
Keck0099_MC1,1
Keck0100_MC1,1
Keck0101_MC1,1
Keck0102_MC1,0
Keck0103_MC1,0
Keck0104_MC1,1
Keck0105_MC1,0
Keck0106_MC1,1
Keck0107_MC1,1
Keck0108_MC1,0
Keck0109_MC1,1
Keck0110_MC1,1
Keck0111_MC1,0
Keck0112_MC1,0
Keck0113_MC1,1
Keck0114_MC1,0
Keck0115_MC1,1
Keck0116_MC1,0
Keck0117_MC1,1
Keck0118_MC1,1
Keck0119_MC1,1
Keck0120_MC1,0
